Occupation,Monthly Income,Credit Score,Years of Experience,Finance Status,Finance History,Car,Number of Children,Age,Gender,Education Level,Job Title,Salary
Lawyer,9000,820,10,Excellent,Good,Yes,,38,Female,Bachelor's,Senior Human Resources Coordinator,80000
Lawyer,9000,820,10,Excellent,Good,Yes,,39,Female,Bachelor's,Senior Operations Manager,80000
Lawyer,9000,820,10,Excellent,Good,Yes,,39,Male,Bachelor's,Senior Marketing Specialist,120000
Lawyer,9000,820,10,Excellent,Good,Yes,,38,Female,Bachelor's,Senior Product Manager,120000
Lawyer,9000,820,10,Excellent,Good,Yes,,37,Female,Bachelor's,Senior Financial Manager,120000
Lawyer,9000,820,10,Excellent,Good,Yes,,38,Female,Bachelor's,Senior Business Analyst,120000
Lawyer,9000,820,10,Excellent,Good,Yes,,37,Male,Bachelor's,Senior Business Development Manager,110000
Lawyer,9000,820,10,Excellent,Good,Yes,,38,Female,Bachelor's,Senior Business Analyst,120000
Lawyer,9000,820,10,Excellent,Good,Yes,,38,Female,Bachelor's,Senior Business Analyst,110000
Doctor,12000,900,12,Excellent,Excellent,Yes,,42,Female,Master's,Product Manager,110000
Doctor,12000,900,12,Excellent,Excellent,Yes,,39,Male,PhD,Senior Engineer,120000
Doctor,12000,900,12,Excellent,Excellent,Yes,,40,Female,Bachelor's,Event Coordinator,115000
Doctor,12000,900,12,Excellent,Excellent,Yes,,40,Female,Bachelor's,HR Manager,60000
Doctor,12000,900,12,Excellent,Excellent,Yes,,39,Female,Bachelor's,Training Specialist,80000
Doctor,12000,900,12,Excellent,Excellent,Yes,,40,Female,Master's,Senior Training Specialist,65000
Doctor,12000,900,12,Excellent,Excellent,Yes,,39,Female,Bachelor's,Senior Sales Representative,100000
Doctor,12000,900,12,Excellent,Excellent,Yes,,39,Female,Bachelor's,Senior Account Executive,90000
Doctor,12000,900,12,Excellent,Excellent,Yes,,40,Female,Bachelor's,Senior Sales Representative,95000
Doctor,12000,900,12,Excellent,Excellent,Yes,,42,Male,Bachelor's,Senior Operations Manager,100000
Doctor,12000,900,12,Excellent,Excellent,Yes,,40,Female,Bachelor's,Senior Marketing Manager,110000
Doctor,12000,900,12,Excellent,Excellent,Yes,,42,Female,Bachelor's,Senior Project Manager,130000
Doctor,12000,900,12,Excellent,Excellent,Yes,,39,Female,Bachelor's,Senior Project Manager,120000
Doctor,12000,900,12,Excellent,Excellent,Yes,,40,Male,Bachelor's,Senior Financial Analyst,130000
Doctor,12000,900,12,Excellent,Excellent,Yes,,40,Male,Bachelor's,Senior Financial Analyst,130000
Accountant,5000,720,4,Good,Fair,No,,31,Male,Bachelor's,Sales Manager,130000
Accountant,5000,720,4,Good,Fair,No,,31,Female,Bachelor's,Accountant,80000
Accountant,5000,720,4,Good,Fair,No,,30,Female,Bachelor's,Social Media Manager,55000
Accountant,5000,720,4,Good,Fair,No,,32,Female,Bachelor's,Marketing Coordinator,55000
Accountant,5000,720,4,Good,Fair,No,,30,Female,Bachelor's,Junior Marketing Manager,50000
Accountant,5000,720,4,Good,Fair,No,,31,Male,Bachelor's,Junior Project Manager,50000
Accountant,5000,720,4,Good,Fair,No,,31,Female,Bachelor's,Junior HR Coordinator,60000
Accountant,5000,720,4,Good,Fair,No,,31,Male,Bachelor's,Junior Accountant,50000
Accountant,5000,720,4,Good,Fair,No,,31,Male,Bachelor's,Junior HR Generalist,50000
Accountant,5000,720,4,Good,Fair,No,,33,Male,Bachelor's,Junior Operations Manager,50000
Accountant,5000,720,4,Good,Fair,No,,32,Female,Bachelor's,Junior Marketing Manager,60000
Accountant,5000,720,4,Good,Fair,No,,33,Male,Bachelor's,Junior Business Analyst,60000
Accountant,5000,720,4,Good,Fair,No,,32,Male,Bachelor's,Junior Product Manager,60000
Accountant,5000,720,4,Good,Fair,No,,33,Male,Bachelor's,Junior Financial Analyst,65000
Accountant,5000,720,4,Good,Fair,No,,33,Male,Bachelor's,Junior Business Analyst,60000
Accountant,5000,720,4,Good,Fair,No,,32,Male,Bachelor's,Junior Financial Advisor,60000
Accountant,5000,720,4,Good,Fair,No,,33,Male,Bachelor's,Junior Product Manager,65000
Accountant,5000,720,4,Good,Fair,No,,33,Male,Bachelor's,Junior Business Analyst,60000
Accountant,5000,720,4,Good,Fair,No,,33,Male,Bachelor's,Junior Product Manager,60000
Accountant,5000,720,4,Good,Fair,No,,33,Male,Bachelor's,Junior Business Analyst,60000
Software Dev,7000,780,6,Excellent,Good,Yes,,35,Male,Bachelor's,Financial Analyst,60000
Software Dev,7000,780,6,Excellent,Good,Yes,,33,Male,Master's,Product Designer,65000
Software Dev,7000,780,6,Excellent,Good,Yes,,33,Male,Bachelor's,Web Developer,90000
Software Dev,7000,780,6,Excellent,Good,Yes,,32,Male,Master's,Senior Software Engineer,65000
Software Dev,7000,780,6,Excellent,Good,Yes,,31,Female,Bachelor's,Marketing Coordinator,100000
Software Dev,7000,780,6,Excellent,Good,Yes,,32,Male,Master's,Senior Business Analyst,55000
Software Dev,7000,780,6,Excellent,Good,Yes,,31,Male,Master's,Senior Financial Analyst,90000
Software Dev,7000,780,6,Excellent,Good,Yes,,33,Female,Master's,Senior Financial Analyst,95000
Software Dev,7000,780,6,Excellent,Good,Yes,,34,Female,Master's,Senior Financial Advisor,95000
Software Dev,7000,780,6,Excellent,Good,Yes,,34,Female,Bachelor's,Junior Marketing Analyst,100000
Software Dev,7000,780,6,Excellent,Good,Yes,,34,Female,Master's,Senior Financial Advisor,70000
Software Dev,7000,780,6,Excellent,Good,Yes,,34,Female,Master's,Senior Financial Advisor,100000
Nurse,3500,650,2,Fair,Poor,No,,29,Male,Bachelor's,Marketing Analyst,80000
Nurse,3500,650,2,Fair,Poor,No,,27,Male,Bachelor's,Customer Service Rep,55000
Nurse,3500,650,2,Fair,Poor,No,,30,Male,Bachelor's,IT Support,40000
Nurse,3500,650,2,Fair,Poor,No,,27,Male,Bachelor's,Technical Writer,50000
Nurse,3500,650,2,Fair,Poor,No,,28,Female,Bachelor's,Copywriter,45000
Nurse,3500,650,2,Fair,Poor,No,,27,Female,Master's,UX Researcher,40000
Nurse,3500,650,2,Fair,Poor,No,,28,Male,Bachelor's,Technical Support Specialist,65000
Nurse,3500,650,2,Fair,Poor,No,,29,Female,Bachelor's,Junior Designer,40000
Nurse,3500,650,2,Fair,Poor,No,,27,Male,Bachelor's,Junior Account Manager,40000
Nurse,3500,650,2,Fair,Poor,No,,28,Male,Bachelor's,Customer Success Manager,45000
Nurse,3500,650,2,Fair,Poor,No,,26,Male,Bachelor's,Junior Accountant,40000
Nurse,3500,650,2,Fair,Poor,No,,28,Male,Bachelor's,Junior Business Analyst,40000
Nurse,3500,650,2,Fair,Poor,No,,26,Male,Bachelor's,Junior Customer Support Specialist,40000
Nurse,3500,650,2,Fair,Poor,No,,28,Male,Bachelor's,Junior Software Engineer,35000
Nurse,3500,650,2,Fair,Poor,No,,29,Male,Bachelor's,Junior Marketing Coordinator,40000
Nurse,3500,650,2,Fair,Poor,No,,29,Female,Bachelor's,Junior Sales Representative,40000
Nurse,3500,650,2,Fair,Poor,No,,27,Male,Bachelor's,Junior Product Manager,40000
Nurse,3500,650,2,Fair,Poor,No,,28,Male,Bachelor's,Junior Business Analyst,40000
Nurse,3500,650,2,Fair,Poor,No,,30,Female,Bachelor's,Junior Marketing Coordinator,40000
Nurse,3500,650,2,Fair,Poor,No,,28,Male,Bachelor's,Junior Business Development Associate,40000
Nurse,3500,650,2,Fair,Poor,No,,28,Male,Bachelor's,Junior Financial Analyst,40000
Nurse,3500,650,2,Fair,Poor,No,,30,Female,Bachelor's,Junior Marketing Coordinator,40000
Nurse,3500,650,2,Fair,Poor,No,,28,Male,Bachelor's,Junior Business Development Associate,40000
Nurse,3500,650,2,Fair,Poor,No,,30,Male,Bachelor's,Junior Business Analyst,40000
Nurse,3500,650,2,Fair,Poor,No,,29,Female,Bachelor's,Junior Marketing Specialist,40000
Nurse,3500,650,2,Fair,Poor,No,,30,Female,Bachelor's,Junior Operations Coordinator,40000
Nurse,3500,650,2,Fair,Poor,No,,30,Female,Bachelor's,Junior HR Coordinator,40000
Nurse,3500,650,2,Fair,Poor,No,,29,Female,Bachelor's,Junior Marketing Analyst,40000
Nurse,3500,650,2,Fair,Poor,No,,29,Female,Bachelor's,Junior Project Manager,40000
Nurse,3500,650,2,Fair,Poor,No,,29,Female,Bachelor's,Junior Project Manager,40000
Nurse,3500,650,2,Fair,Poor,No,,29,Female,Bachelor's,Junior Project Manager,40000
Electrician,2500,550,1,Poor,Poor,No,,26,Female,Bachelor's,Marketing Coordinator,40000
Electrician,2500,550,1,Poor,Poor,No,,24,Male,Bachelor's,Junior Developer,45000
Electrician,2500,550,1,Poor,Poor,No,,26,Female,Bachelor's,Customer Success Rep,40000
Electrician,2500,550,1,Poor,Poor,No,,26,Male,Bachelor's,Junior Accountant,40000
Electrician,2500,550,1,Poor,Poor,No,,26,Male,Bachelor's,Junior Software Developer,35000
Electrician,2500,550,1,Poor,Poor,No,,27,Male,Bachelor's,Junior Sales Representative,35000
Electrician,2500,550,1,Poor,Poor,No,,28,Female,Bachelor's,Junior Operations Manager,35000
Architect,5500,740,8,Good,Excellent,Yes,,36,Female,Bachelor's,Administrative Assistant,35000
Architect,5500,740,8,Good,Excellent,Yes,,34,Male,Master's,Business Development Manager,45000
Architect,5500,740,8,Good,Excellent,Yes,,36,Male,Bachelor's,Technical Recruiter,90000
Architect,5500,740,8,Good,Excellent,Yes,,35,Male,Master's,Product Marketing Manager,70000
Architect,5500,740,8,Good,Excellent,Yes,,34,Male,Master's,Senior Software Developer,95000
Architect,5500,740,8,Good,Excellent,Yes,,34,Male,Bachelor's,Senior Business Analyst,105000
Architect,5500,740,8,Good,Excellent,Yes,,36,Female,Bachelor's,Senior Marketing Specialist,90000
Architect,5500,740,8,Good,Excellent,Yes,,35,Female,Bachelor's,Senior Marketing Analyst,85000
Architect,5500,740,8,Good,Excellent,Yes,,35,Male,Bachelor's,Senior Operations Analyst,85000
Architect,5500,740,8,Good,Excellent,Yes,,36,Male,Bachelor's,Senior Operations Manager,85000
Architect,5500,740,8,Good,Excellent,Yes,,35,Female,Bachelor's,Senior Marketing Analyst,95000
Architect,5500,740,8,Good,Excellent,Yes,,36,Male,Bachelor's,Senior Marketing Specialist,85000
Architect,5500,740,8,Good,Excellent,Yes,,37,Male,Bachelor's,Senior Financial Analyst,95000
Architect,5500,740,8,Good,Excellent,Yes,,36,Male,Bachelor's,Senior Product Manager,90000
Architect,5500,740,8,Good,Excellent,Yes,,35,Female,Bachelor's,Senior Marketing Analyst,95000
Architect,5500,740,8,Good,Excellent,Yes,,36,Male,Bachelor's,Senior Business Analyst,85000
Architect,5500,740,8,Good,Excellent,Yes,,35,Female,Bachelor's,Senior Marketing Analyst,95000
Architect,5500,740,8,Good,Excellent,Yes,,36,Male,Bachelor's,Senior Marketing Specialist,85000
Architect,5500,740,8,Good,Excellent,Yes,,36,Female,Bachelor's,Senior Marketing Manager,95000
Architect,5500,740,8,Good,Excellent,Yes,,35,Female,Bachelor's,Senior Financial Manager,95000
Architect,5500,740,8,Good,Excellent,Yes,,35,Female,Bachelor's,Senior Marketing Analyst,90000
Architect,5500,740,8,Good,Excellent,Yes,,36,Male,Bachelor's,Senior Business Development Manager,85000
Architect,5500,740,8,Good,Excellent,Yes,,36,Female,Bachelor's,Senior Marketing Manager,110000
Architect,5500,740,8,Good,Excellent,Yes,,35,Female,Bachelor's,Senior Financial Manager,95000
Architect,5500,740,8,Good,Excellent,Yes,,35,Female,Bachelor's,Senior Marketing Analyst,90000
Marketing Exec,4500,690,4,Fair,Fair,No,,31,Male,Bachelor's,Sales Manager,85000
Marketing Exec,4500,690,4,Fair,Fair,No,,31,Female,Bachelor's,Accountant,80000
Marketing Exec,4500,690,4,Fair,Fair,No,,30,Female,Bachelor's,Social Media Manager,55000
Marketing Exec,4500,690,4,Fair,Fair,No,,32,Female,Bachelor's,Marketing Coordinator,55000
Marketing Exec,4500,690,4,Fair,Fair,No,,30,Female,Bachelor's,Junior Marketing Manager,50000
Marketing Exec,4500,690,4,Fair,Fair,No,,31,Male,Bachelor's,Junior Project Manager,50000
Marketing Exec,4500,690,4,Fair,Fair,No,,31,Female,Bachelor's,Junior HR Coordinator,60000
Marketing Exec,4500,690,4,Fair,Fair,No,,31,Male,Bachelor's,Junior Accountant,50000
Marketing Exec,4500,690,4,Fair,Fair,No,,31,Male,Bachelor's,Junior HR Generalist,50000
Marketing Exec,4500,690,4,Fair,Fair,No,,33,Male,Bachelor's,Junior Operations Manager,50000
Marketing Exec,4500,690,4,Fair,Fair,No,,32,Female,Bachelor's,Junior Marketing Manager,60000
Marketing Exec,4500,690,4,Fair,Fair,No,,33,Male,Bachelor's,Junior Business Analyst,60000
Marketing Exec,4500,690,4,Fair,Fair,No,,32,Male,Bachelor's,Junior Product Manager,60000
Marketing Exec,4500,690,4,Fair,Fair,No,,33,Male,Bachelor's,Junior Financial Analyst,65000
Marketing Exec,4500,690,4,Fair,Fair,No,,33,Male,Bachelor's,Junior Business Analyst,60000
Marketing Exec,4500,690,4,Fair,Fair,No,,32,Male,Bachelor's,Junior Financial Advisor,60000
Marketing Exec,4500,690,4,Fair,Fair,No,,33,Male,Bachelor's,Junior Product Manager,65000
Marketing Exec,4500,690,4,Fair,Fair,No,,33,Male,Bachelor's,Junior Business Analyst,60000
Marketing Exec,4500,690,4,Fair,Fair,No,,33,Male,Bachelor's,Junior Product Manager,60000
Marketing Exec,4500,690,4,Fair,Fair,No,,33,Male,Bachelor's,Junior Business Analyst,60000
Chef,3000,620,2,Fair,Poor,No,,29,Male,Bachelor's,Marketing Analyst,60000
Chef,3000,620,2,Fair,Poor,No,,27,Male,Bachelor's,Customer Service Rep,55000
Chef,3000,620,2,Fair,Poor,No,,30,Male,Bachelor's,IT Support,40000
Chef,3000,620,2,Fair,Poor,No,,27,Male,Bachelor's,Technical Writer,50000
Chef,3000,620,2,Fair,Poor,No,,28,Female,Bachelor's,Copywriter,45000
Chef,3000,620,2,Fair,Poor,No,,27,Female,Master's,UX Researcher,40000
Chef,3000,620,2,Fair,Poor,No,,28,Male,Bachelor's,Technical Support Specialist,65000
Chef,3000,620,2,Fair,Poor,No,,29,Female,Bachelor's,Junior Designer,40000
Chef,3000,620,2,Fair,Poor,No,,27,Male,Bachelor's,Junior Account Manager,40000
Chef,3000,620,2,Fair,Poor,No,,28,Male,Bachelor's,Customer Success Manager,45000
Chef,3000,620,2,Fair,Poor,No,,26,Male,Bachelor's,Junior Accountant,40000
Chef,3000,620,2,Fair,Poor,No,,28,Male,Bachelor's,Junior Business Analyst,40000
Chef,3000,620,2,Fair,Poor,No,,26,Male,Bachelor's,Junior Customer Support Specialist,40000
Chef,3000,620,2,Fair,Poor,No,,28,Male,Bachelor's,Junior Software Engineer,35000
Chef,3000,620,2,Fair,Poor,No,,29,Male,Bachelor's,Junior Marketing Coordinator,40000
Chef,3000,620,2,Fair,Poor,No,,29,Female,Bachelor's,Junior Sales Representative,40000
Chef,3000,620,2,Fair,Poor,No,,27,Male,Bachelor's,Junior Product Manager,40000
Chef,3000,620,2,Fair,Poor,No,,28,Male,Bachelor's,Junior Business Analyst,40000
Chef,3000,620,2,Fair,Poor,No,,30,Female,Bachelor's,Junior Marketing Coordinator,40000
Chef,3000,620,2,Fair,Poor,No,,28,Male,Bachelor's,Junior Business Development Associate,40000
Chef,3000,620,2,Fair,Poor,No,,28,Male,Bachelor's,Junior Financial Analyst,40000
Chef,3000,620,2,Fair,Poor,No,,30,Female,Bachelor's,Junior Marketing Coordinator,40000
Chef,3000,620,2,Fair,Poor,No,,28,Male,Bachelor's,Junior Business Development Associate,40000
Chef,3000,620,2,Fair,Poor,No,,30,Male,Bachelor's,Junior Business Analyst,40000
Chef,3000,620,2,Fair,Poor,No,,29,Female,Bachelor's,Junior Marketing Specialist,40000
Chef,3000,620,2,Fair,Poor,No,,30,Female,Bachelor's,Junior Operations Coordinator,40000
Chef,3000,620,2,Fair,Poor,No,,30,Female,Bachelor's,Junior HR Coordinator,40000
Chef,3000,620,2,Fair,Poor,No,,29,Female,Bachelor's,Junior Marketing Analyst,40000
Chef,3000,620,2,Fair,Poor,No,,29,Female,Bachelor's,Junior Project Manager,40000
Chef,3000,620,2,Fair,Poor,No,,29,Female,Bachelor's,Junior Project Manager,40000
Chef,3000,620,2,Fair,Poor,No,,29,Female,Bachelor's,Junior Project Manager,40000
Police Officer,4000,680,3,Fair,Fair,No,,28,Female,Master's,Data Analyst,40000
Police Officer,4000,680,3,Fair,Fair,No,,29,Male,Master's,Software Developer,65000
Police Officer,4000,680,3,Fair,Fair,No,,28,Female,Bachelor's,Social Media Specialist,75000
Police Officer,4000,680,3,Fair,Fair,No,,29,Male,Master's,Data Scientist,45000
Police Officer,4000,680,3,Fair,Fair,No,,30,Male,Bachelor's,Network Engineer,75000
Police Officer,4000,680,3,Fair,Fair,No,,29,Female,Bachelor's,Graphic Designer,60000
Police Officer,4000,680,3,Fair,Fair,No,,29,Male,Bachelor's,Marketing Analyst,50000
Police Officer,4000,680,3,Fair,Fair,No,,30,Female,Bachelor's,Content Marketing Manager,50000
Police Officer,4000,680,3,Fair,Fair,No,,29,Female,Bachelor's,Sales Associate,55000
Police Officer,4000,680,3,Fair,Fair,No,,30,Female,Bachelor's,Digital Content Producer,40000
Police Officer,4000,680,3,Fair,Fair,No,,29,Female,Bachelor's,Junior HR Generalist,50000
Police Officer,4000,680,3,Fair,Fair,No,,29,Male,Bachelor's,Junior Web Designer,45000
Police Officer,4000,680,3,Fair,Fair,No,,29,Female,Bachelor's,Junior Recruiter,45000
Police Officer,4000,680,3,Fair,Fair,No,,30,Female,Bachelor's,Junior Copywriter,45000
Police Officer,4000,680,3,Fair,Fair,No,,30,Female,Bachelor's,Junior Social Media Manager,45000
Police Officer,4000,680,3,Fair,Fair,No,,30,Male,Bachelor's,Junior Advertising Coordinator,45000
Police Officer,4000,680,3,Fair,Fair,No,,31,Female,Bachelor's,Junior Social Media Specialist,45000
Police Officer,4000,680,3,Fair,Fair,No,,30,Male,Bachelor's,Junior Marketing Specialist,45000
Police Officer,4000,680,3,Fair,Fair,No,,32,Male,Bachelor's,Junior Sales Representative,45000
Police Officer,4000,680,3,Fair,Fair,No,,31,Male,Bachelor's,Junior Financial Analyst,45000
Police Officer,4000,680,3,Fair,Fair,No,,31,Female,Bachelor's,Junior Marketing Coordinator,50000
Police Officer,4000,680,3,Fair,Fair,No,,31,Male,Bachelor's,Junior Operations Analyst,50000
Police Officer,4000,680,3,Fair,Fair,No,,31,Male,Bachelor's,Junior Project Manager,50000
Police Officer,4000,680,3,Fair,Fair,No,,31,Male,Bachelor's,Junior Operations Analyst,55000
Police Officer,4000,680,3,Fair,Fair,No,,32,Male,Bachelor's,Junior Marketing Coordinator,50000
Police Officer,4000,680,3,Fair,Fair,No,,31,Female,Bachelor's,Junior Business Development Associate,55000
Police Officer,4000,680,3,Fair,Fair,No,,31,Female,Bachelor's,Junior Financial Analyst,50000
Police Officer,4000,680,3,Fair,Fair,No,,31,Male,Bachelor's,Junior Marketing Coordinator,50000
Police Officer,4000,680,3,Fair,Fair,No,,31,Female,Bachelor's,Junior Business Development Associate,55000
Police Officer,4000,680,3,Fair,Fair,No,,31,Female,Bachelor's,Junior Financial Analyst,50000
Real Estate Ag,6000,760,5,Good,Good,Yes,,32,Male,Bachelor's,Software Engineer,50000
Real Estate Ag,6000,760,5,Good,Good,Yes,,34,Female,Master's,Business Analyst,90000
Real Estate Ag,6000,760,5,Good,Good,Yes,,34,Female,Master's,UX Designer,80000
Real Estate Ag,6000,760,5,Good,Good,Yes,,32,Male,Bachelor's,Account Manager,80000
Real Estate Ag,6000,760,5,Good,Good,Yes,,31,Female,Bachelor's,Customer Service Representative,75000
Real Estate Ag,6000,760,5,Good,Good,Yes,,31,Female,Bachelor's,Event Coordinator,45000
Real Estate Ag,6000,760,5,Good,Good,Yes,,33,Male,Bachelor's,Junior Web Developer,45000
Real Estate Ag,6000,760,5,Good,Good,Yes,,33,Female,Bachelor's,Junior Operations Analyst,50000
Real Estate Ag,6000,760,5,Good,Good,Yes,,33,Male,Bachelor's,Junior Software Developer,50000
Real Estate Ag,6000,760,5,Good,Good,Yes,,32,Female,Bachelor's,Junior Financial Analyst,50000
Real Estate Ag,6000,760,5,Good,Good,Yes,,32,Female,Bachelor's,Junior Account Manager,50000
Real Estate Ag,6000,760,5,Good,Good,Yes,,33,Female,Bachelor's,Junior Operations Manager,55000
Real Estate Ag,6000,760,5,Good,Good,Yes,,33,Female,Bachelor's,Junior Operations Analyst,70000
